airportID,displayAirportName,lat,lon,displayAirportCityName
12677,Glacier Creek Airport,61.455,-142.3808333,"Glacier Creek, AK"
12686,Ivanof Bay Seaplane Base,55.9,-159.4833333,"Ivanof Bay, AK"
12704,Koyuk Alfred Adams,64.93944444,-161.1541667,"Koyuk, AK"
12705,Kitoi Bay Airport,58.19166667,-152.35,"Kitoi Bay, AK"
12708,Kongiganak Airport,59.96166667,-162.8805556,"Kongiganak, AK"
12709,Akiachak Airport,60.91388889,-161.4933333,"Akiachak, AK"
12711,Kalakaket Creek AS,64.42444444,-156.8433333,"Kalakaket, AK"
12712,Karluk Lake Seaplane Base,57.36777778,-154.0252778,"Karluk Lake, AK"
12716,Ekuk Airport,58.81111111,-158.5588889,"Ekuk, AK"
12719,Kalskag Airport,61.53583333,-160.3455556,"Kalskag, AK"
12720,Levelock Airport,59.12694444,-156.86,"Levelock, AK"
12721,Larsen Bay Airport,57.535,-153.9766667,"Larsen Bay, AK"
12723,Kelp Bay Airport,57.55,-134.8666667,"Kelp Bay, AK"
12725,Southwest Washington Regional,46.11805556,-122.8983333,"Kelso, WA"
12728,Klawock Airport,55.57916667,-133.0761111,"Klawock, AK"
12737,Manokatak Seaplane Base,58.98166667,-159.0566667,"Manokotak, AK"
12743,Moser Bay Airport,57.02638889,-154.1436111,"Moser Bay, AK"
12745,Kanab Municipal,37.01111111,-112.5311111,"Kanab, UT"
12748,Kokhanok Airport,59.43333333,-154.8025,"Kokhanok, AK"
12753,Kennett Memorial,36.22583333,-90.03666667,"Kennett, MO"
12755,New Stuyahok Airport,59.45166667,-157.3730556,"New Stuyahok, AK"
12758,Kona International Airport at Keahole,19.73888889,-156.0455556,"Kona, HI"
12769,Kotlik Airport,63.03055556,-163.5327778,"Kotlik, AK"
12771,Olga Bay Seaplane Base,57.16222222,-154.2275,"Olga Bay, AK"
12772,Ouzinkie Airport,57.94222222,-152.465,"Ouzinkie, AK"
12773,Point Baker Airport,56.35,-133.6166667,"Point Baker, AK"
12774,Port Clarence CGS,65.25333333,-166.8575,"Port Clarence, AK"
12775,Pauloff Harbor Airport,54.45,-162.6833333,"Pauloff Harbor, AK"
12777,Parks Seaplane Base,57.43361111,-153.9,"Parks, AK"
12778,Napamute Airport,61.53138889,-158.6408333,"Napamute, AK"
12779,Kipnuk Airport,59.93166667,-164.0283333,"Kipnuk, AK"
12782,Port Williams Airport,58.43333333,-152.5833333,"Port Williams, AK"
12784,Perryville Airport,55.90666667,-159.1608333,"Perryville, AK"
12785,Port Bailey Airport,57.93333333,-153.0333333,"Port Bailey, AK"
12786,Akutan Airport,54.13333333,-165.7833333,"Akutan, AK"
12796,Coffey County,38.3025,-95.725,"Burlington, KS"
12807,St. Mary's Airport,62.06083333,-163.3019444,"St. Mary's, AK"
12812,Federal No.1,56.24444444,-160.3863889,"Sandy River, AK"
12815,Thorne Bay Seaplane Base,55.68833333,-132.535,"Thorne Bay, AK"
12819,Ketchikan International,55.35416667,-131.7111111,"Ketchikan, AK"
12822,Brevig Mission Airport,65.33138889,-166.4658333,"Brevig Mission, AK"
12831,Kasigluk Airport,60.87333333,-162.5244444,"Kasigluk, AK"
12837,Kugururok River Airport,68.30694444,-161.4,"Kugururok River, AK"
12841,King Cove Airport,55.11638889,-162.2661111,"King Cove, AK"
12844,Kivalina Airport,67.73611111,-164.5636111,"Kivalina, AK"
12847,Waterfall Seaplane Base,55.29722222,-133.2405556,"Waterfall, AK"
12851,Kwigillingok Airport,59.87555556,-163.1680556,"Kwigillingok, AK"
12853,Quinhagak Airport,59.755,-161.8452778,"Quinhagak, AK"
12854,West Point Village,57.76694444,-153.55,"West Point, AK"
12855,Kwethluk Airport,60.79027778,-161.4436111,"Kwethluk, AK"
12857,Kasaan Seaplane Base,55.53777778,-132.3958333,"Kasaan, AK"
12859,Stuart Powell Field,37.5775,-84.76944444,"Danville, KY"
12860,Sturgis Municipal,37.54166667,-87.95444444,"Sturgis, KY"
12861,Mount Sterling - Montgomery County,38.05805556,-83.97944444,"Mount Sterling, KY"
12862,Henderson City - County,37.80777778,-87.68583333,"Henderson, KY"
12863,Madisonville Regional,37.35583333,-87.39833333,"Madisonville, KY"
12865,Yankee Creek 2,63.00194444,-156.3672222,"Yankee Creek, AK"
12866,Karluk Airport,57.56611111,-154.4538889,"Karluk, AK"
12868,Koyukuk Airport,64.87583333,-157.7305556,"Koyukuk, AK"
12869,Zachar Bay Airport,57.55,-153.75,"Zachar Bay, AK"
12870,Kizhuyak Airport,57.58305556,-153.15,"Kizhuyak, AK"
12873,Lamar Municipal,38.06972222,-102.6886111,"Lamar, CO"
12878,Purdue University,40.41222222,-86.93694444,"Lafayette, IN"
12882,Lakeland Linder Regional,27.98888889,-82.01861111,"Lakeland, FL"
12883,Los Alamos Airport,35.87972222,-106.2686111,"Los Alamos, NM"
12884,Capital Region International,42.77861111,-84.58611111,"Lansing, MI"
12888,Laramie Regional,41.31194444,-105.675,"Laramie, WY"
12889,McCarran International,36.08,-115.1522222,"Las Vegas, NV"
12891,Lawton-Fort Sill Regional,34.56777778,-98.41666667,"Lawton/Fort Sill, OK"
12892,Los Angeles International,33.9425,-118.4072222,"Los Angeles, CA"
12896,Lubbock Preston Smith International,33.66361111,-101.8205556,"Lubbock, TX"
12898,Arnold Palmer Regional,40.27305556,-79.41027778,"Latrobe, PA"
12899,North Platte Regional Airport Lee Bird Field,41.12611111,-100.6836111,"North Platte, NE"
12902,Liberal Mid-America Regional,37.04388889,-100.96,"Liberal, KS"
12906,Lumberton Regional,34.60972222,-79.05944444,"Lumberton, NC"
12915,Lake Charles Regional,30.12611111,-93.22333333,"Lake Charles, LA"
12916,Laconia Municipal,43.57305556,-71.41777778,"Laconia, NH"
12917,Rickenbacker International,39.81388889,-82.92777778,"Columbus, OH"
12925,Linden Airport,40.6175,-74.24444444,"Linden, NJ"
12927,Mason County,43.9625,-86.40805556,"Ludington, MI"
12932,Lebanon Municipal,43.62611111,-72.30416667,"Lebanon-Hanover, NH"
12934,Leesburg International,28.82277778,-81.80833333,"Leesburg, FL"
12944,Auburn Lewiston Municipal,44.04833333,-70.28361111,"Lewiston/Auburn, ME"
12945,Blue Grass,38.03666667,-84.60861111,"Lexington, KY"
12947,Langley AFB,37.08277778,-76.36055556,"Newport News/Hampton, VA"
12948,Angelina County,31.23416667,-94.75,"Lufkin, TX"
12951,Lafayette Regional Paul Fournet Field,30.205,-91.98777778,"Lafayette, LA"
12953,LaGuardia,40.77722222,-73.8725,"New York, NY"
12954,Long Beach Airport,33.8175,-118.1513889,"Long Beach, CA"
12955,LaGrange-Callaway,33.00888889,-85.0725,"LaGrange, GA"
12956,La Grande/Union County,45.28972222,-118.0063889,"La Grande, OR"
12961,Longmont Municipal,40.16166667,-105.1613889,"Longmont, CO"
12965,Logan Cache,41.79138889,-111.8516667,"Logan, UT"
12968,Lost Harbor Airport,54.22611111,-165.6111111,"Lost Harbor, AK"
12971,Fairfield County,39.75555556,-82.65722222,"Lancaster, OH"
12974,William T. Piper Memorial,41.13583333,-77.42222222,"Lock Haven, PA"
12976,La Junta Municipal,38.05,-103.5097222,"La Junta, CO"
12979,Limon Municipal,39.27472222,-103.6658333,"Limon, CO"
12982,Lihue Airport,21.97611111,-159.3388889,"Lihue, HI"
12983,Long Island Airport,54.9,-132.75,"Long Island, AK"
12992,Bill and Hillary Clinton Nat Adams Field,34.72944444,-92.22472222,"Little Rock, AR"
12993,Livengood Airport,65.53111111,-148.5411111,"Livengood, AK"
12995,Wright AAF/Midcoast Regional,31.88833333,-81.56166667,"Hinesville, GA"
12996,Loring International,46.95055556,-67.88583333,"Limestone, ME"
12999,Brazoria County,29.03833333,-95.45694444,"Lake Jackson, TX"
13001,Floyd W Jones Lebanon,37.64833333,-92.6525,"Lebanon, MO"
13002,Lake Union Terminal,47.62888889,-122.3386111,"Seattle, WA"
13003,Kulik Lake Airport,58.965,-155.0955556,"Kulik Lake, AK"
13008,Lake Placid Airport,44.26444444,-73.96194444,"Lake Placid, NY"
13009,Lake County,42.16111111,-120.3991667,"Lakeview, OR"
13015,South Jersey Regional,39.94277778,-74.84583333,"Mount Holly, NJ"
13016,Lake Minchumina Airport,63.88583333,-152.3019444,"Lake Minchumina, AK"
13023,Louisville Winston County,33.14611111,-89.0625,"Louisville, MS"
13024,Crater Lake Klamath Regional,42.15611111,-121.7330556,"Klamath Falls, OR"
13026,Hunt Field,42.81555556,-108.7283333,"Lander, WY"
13028,Lonely AS,70.91083333,-153.2422222,"Lonely, AK"
13029,Lincoln Airport,40.85083333,-96.75916667,"Lincoln, NE"
13030,Kings Land O' Lakes,46.15416667,-89.21194444,"Land O' Lakes, WI"
13031,Lonesome Pine,36.9875,-82.53,"Wise, VA"
13032,Lancaster Airport,40.12222222,-76.29444444,"Lancaster, PA"
13033,Lanett Municipal,32.81194444,-85.22972222,"Lanett, AL"
13034,Lanai Airport,20.78555556,-156.9513889,"Lanai, HI"
13039,Derby Field,40.06638889,-118.565,"Lovelock, NV"
13044,Bowman Field,38.22805556,-85.66361111,"Louisville, KY"
13046,London-Corbin Airport-Magee Field,37.08694444,-84.0775,"London/Corbin, KY"
13049,Lompoc Airport,34.66555556,-120.4675,"Lompoc, CA"
13052,La Porte Municipal,41.5725,-86.73444444,"La Porte, IN"
13055,Lopez Island Airport,48.48388889,-122.9377778,"Lopez Island, WA"
13057,Little Port Walter Airport,56.38333333,-134.8333333,"Little Port Walter, AK"
13058,Pickens County,34.81,-82.70277778,"Pickens, SC"
13061,Laredo International,27.54416667,-99.46166667,"Laredo, TX"
13063,Little Rock AFB,34.9175,-92.145,"Jacksonville, AR"
13064,Loring Airport,55.60166667,-131.635,"Loring, AK"
13069,Larson AFB,47.14305556,-119.2402778,"Moses Lake, WA"
13070,Sharpe AFF,37.83666667,-121.2722222,"Lathrop, CA"
13072,Las Cruces International,32.28944444,-106.9219444,"Las Cruces, NM"
13076,La Crosse Regional,43.87916667,-91.25666667,"La Crosse, WI"
13077,Lawson AAF,32.33166667,-84.98722222,"Columbus, GA"
13080,Los Banos Municipal,37.06388889,-120.8697222,"Los Banos, CA"
13087,Nellis AFB,36.23611111,-115.0341667,"Las Vegas, NV"
13097,Altus AFB,34.66638889,-99.26805556,"Altus, OK"
13102,Luke AFB,33.535,-112.3830556,"Phoenix, AZ"
13105,Cincinnati Municipal Lunken Field,39.10333333,-84.41861111,"Cincinnati, OH"
13106,Hesler-Noble Field,31.67305556,-89.17277778,"Laurel, MS"
13109,Kalaupapa Airport,21.21111111,-156.9736111,"Kalaupapa, HI"
13111,Cape Lisburne LRRS,68.875,-166.1111111,"Cape Lisburne, AK"
13115,Lime Village Airport,61.35916667,-155.4402778,"Lime Village, AK"
13117,Livermore Municipal,37.69333333,-121.8202778,"Livermore, CA"
13118,Livingston Airport,45.66666667,-110.5666667,"Livingston, MT"
13120,Las Vegas Municipal,35.65416667,-105.1425,"Las Vegas, NM"
13121,Greenbrier Valley,37.85833333,-80.39944444,"Lewisburg, WV"
13122,Lawrence Municipal,39.01111111,-95.21638889,"Lawrence, KS"
13123,Lawrenceburg-Lawrence County,35.23444444,-87.25805556,"Lawrenceburg, TN"
13124,Wells Municipal/Harriet Field,41.11722222,-114.9222222,"Wells, NV"
13125,Lawrence Municipal,42.71722222,-71.12333333,"Lawrence, MA"
13127,Lewiston Nez Perce County,46.37444444,-117.0152778,"Lewiston, ID"
13128,Lewistown Municipal,47.04916667,-109.4666667,"Lewistown, MT"
13129,Lawrenceville-Vincennes International,38.76416667,-87.60555556,"Lawrenceville, IL"
13132,Jim Kelly Field,40.79055556,-99.77583333,"Lexington, NE"
13135,Lake County,39.21944444,-106.3163889,"Leadville, CO"
13139,Lynchburg Regional/Preston Glenn Field,37.32666667,-79.20111111,"Lynchburg, VA"
13144,Ely Municipal,47.82388889,-91.82944444,"Ely, MN"
13151,Gwinnett County - Briscoe Field,33.97805556,-83.9625,"Lawrenceville, GA"
13152,Katama Airpark,41.35833333,-70.52444444,"Edgartown, MA"
13155,Macon Downtown,32.82166667,-83.56194444,"Macon, GA"
13157,Madera Municipal,36.98638889,-120.1125,"Madera, CA"
13158,Midland International,31.9425,-102.2019444,"Midland/Odessa, TX"
13173,Malden Regional,36.59833333,-89.9925,"Malden, MO"
13176,Eugenio Maria de Hostos,18.25555556,-67.14833333,"Mayaguez, PR"
13182,Manistee County-Blacker,44.2725,-86.24694444,"Manistee/Ludington, MI"
13184,MBS International,43.53305556,-84.07972222,"Saginaw/Bay City/Midland, MI"
13188,Omar N Bradley,39.46333333,-92.42638889,"Moberley, MO"
13191,McComb/Pike County/John E. Lewis Field,31.17833333,-90.47194444,"McComb, MS"
13192,McClellan Airfield,38.66777778,-121.4005556,"Sacramento, CA"
13193,Mackinac Island Airport,45.865,-84.63722222,"Mackinac Island, MI"
13194,Merced Regional/Macready Field,37.28472222,-120.5138889,"Merced, CA"
13195,Macdill AFB,27.84944444,-82.52111111,"Tampa, FL"
13196,McGrath Airport,62.95277778,-155.6069444,"McGrath, AK"
13198,Kansas City International,39.2975,-94.71388889,"Kansas City, MO"
13200,McCook Ben Nelson Regional,40.20638889,-100.5919444,"McCook, NE"
13201,Denali,63.645,-148.7980556,"McKinley Park, AK"
13203,Middle Georgia Regional,32.69277778,-83.64916667,"Macon, GA"
13204,Orlando International,28.42944444,-81.30888889,"Orlando, FL"
13211,Mason City Municipal,43.15777778,-93.33111111,"Mason City, IA"
13214,Martindale AHP,29.43138889,-98.37777778,"San Antonio, TX"
13217,Midland Airpark,32.03666667,-102.1016667,"Midland/Odessa, TX"
13219,Taylor County,45.10138889,-90.30027778,"Medford, WI"
13221,Southern Illinois,37.77805556,-89.25194444,"Carbondale, IL"
13223,Madras Municipal,44.67027778,-121.1552778,"Madras, OR"
13226,Middleton Island Airport,59.45,-146.3072222,"Middleton Island, AK"
13228,Medfra Airport,63.10694444,-154.7166667,"Medfra, AK"
13230,Harrisburg International,40.19305556,-76.7625,"Harrisburg, PA"
13232,Chicago Midway International,41.78583333,-87.7525,"Chicago, IL"
13234,Sand Island Field,28.20444444,-177.3786111,"Midway Island, TT"
13236,Steven A. Bean Municipal,44.99194444,-70.66472222,"Rangeley, ME"
13241,Key Field,32.3325,-88.75194444,"Meridian, MS"
13242,Port Meadville,41.62666667,-80.21472222,"Meadville, PA"
13244,Memphis International,35.0425,-89.97666667,"Memphis, TN"
13246,Dare County Regional,35.91888889,-75.69555556,"Manteo, NC"
13249,Castle,37.38055556,-120.5680556,"Atwater, CA"
13251,Minden-Tahoe,39.00055556,-119.7511111,"Minden, NV"
13255,Mansfield Lahm Regional,40.82138889,-82.51666667,"Mansfield, OH"
13256,McAllen Miller International,26.17583333,-98.23861111,"Mission/McAllen/Edinburg, TX"
13259,Mesquite Airport,36.83305556,-114.0558333,"Mesquite, NV"
13260,Marshfield Municipal,44.63694444,-90.18944444,"Marshfield, WI"
13264,Rogue Valley International - Medford,42.37416667,-122.8736111,"Medford, OR"
13268,Accomack County,37.64694444,-75.76111111,"Melfa, VA"
13271,Michigan City Municipal-Phillips Field,41.70333333,-86.82111111,"Michigan City, IN"
13273,Dobbins ARB,33.91444444,-84.51416667,"Marietta, GA"
13275,Orange County,41.51,-74.26472222,"Montgomery, NY"
13277,Montgomery Regional,32.30055556,-86.39388889,"Montgomery, AL"
13280,Moultrie/Thomasville Airport,31.06944444,-83.80277778,"Moultrie/Thomasville, GA"
13282,Morgantown Municipal-Walter L. Bill Hart Field,39.64305556,-79.91638889,"Morgantown, WV"
13283,Dayton-Wright Brothers,39.58888889,-84.22472222,"Dayton, OH"
13287,Mitchell Municipal,43.77472222,-98.03861111,"Mitchell, SD"
13290,Manhattan Regional,39.14111111,-96.67166667,"Manhattan/Ft. Riley, KS"
13291,Marshall Memorial Municipal,39.09555556,-93.20277778,"Marshall, MO"
13292,Minchumina Airport,63.88583333,-152.3019444,"Minchumina, AK"
13295,Sacramento Mather,38.55527778,-121.2972222,"Sacramento, CA"
13296,Manchester-Boston Regional,42.93277778,-71.43583333,"Manchester, NH"
13297,Mojave Air and Space Port,35.05888889,-118.1505556,"Mojave, CA"
13300,Greenville Municipal,43.14222222,-85.25388889,"Greenville, MI"
13301,West Michigan Regional,42.74277778,-86.10777778,"Holland, MI"
13302,Livingston County Spencer J. Hardy,42.62944444,-83.98222222,"Howell, MI"
13303,Miami International,25.79527778,-80.29,"Miami, FL"
13304,Minot AFB,48.41583333,-101.3580556,"Minot, ND"
13305,Crystal,45.06194444,-93.35388889,"Minneapolis, MN"
13307,Delaware County Regional,40.2425,-85.39583333,"Muncie/Anderson/Newcastle, IN"
13314,Miami Regional,36.90916667,-94.8875,"Miami, OK"
13316,Millard,41.19611111,-96.11222222,"Omaha, NE"
13319,Shafter - Minter Field,35.5075,-119.1922222,"Shafter, CA"
13321,Millville Municipal,39.36777778,-75.07222222,"Millville, NJ"
13322,Marshalltown Municipal,42.11277778,-92.91777778,"Marshalltown, IA"
13335,Jackson Airport,43.63333333,-94.98333333,"Jackson, MN"
13338,Ocean County,39.92611111,-74.29555556,"Toms River, NJ"
13341,Charles B. Wheeler Downtown,39.12305556,-94.59277778,"Kansas City, MO"
13342,General Mitchell International,42.94694444,-87.89694444,"Milwaukee, WI"
13344,Muskegon County,43.16888889,-86.2375,"Muskegon, MI"
13347,Molokai,21.15277778,-157.0963889,"Hoolehua, HI"
13348,McKellar-Sipes Regional,35.6,-88.91555556,"Jackson, TN"
13350,Davis Field,35.65777778,-95.36166667,"Muskogee, OK"
13354,Mankato Regional,44.22277778,-93.91944444,"Mankato, MN"
13360,Melbourne International,28.10277778,-80.64527778,"Melbourne, FL"
13361,McAlester Regional,34.8825,-95.78333333,"McAlester, OK"
13362,Malad City Airport,42.17055556,-112.2894444,"Malad City, ID"
13364,Milford Municipal/Ben and Judy Briscoe Field,38.42666667,-113.0133333,"Milford, UT"
13367,Quad City International,41.44833333,-90.5075,"Moline, IL"
13368,Malta Airport,48.36694444,-107.9194444,"Malta, MT"
13369,Marshall Don Hunter Sr.,61.86416667,-162.0261111,"Marshall, AK"
13375,Frank Wiley Field,46.42805556,-105.8861111,"Miles City, MT"
13376,Millinocket Municipal,45.64777778,-68.68555556,"Millinocket, ME"
13377,Monroe Regional,32.51083333,-92.03777778,"Monroe, LA"
13381,Manley Hot Springs Airport,64.98805556,-150.6475,"Manley Hot Springs, AK"
13388,Mammoth Lakes Airport,37.63111111,-118.8513889,"Mammoth Lakes, CA"
13389,McMinn County,35.39916667,-84.56166667,"Athens, TN"
13392,Southwest Minnesota Regional-Marshall/Ryan Field,44.45166667,-95.82444444,"Marshall, MN"
13394,Minute Man Air Field,42.46055556,-71.51777778,"Stow, MA"
13397,McEntire Jngb,33.92083333,-80.80111111,"Columbia, SC"
13398,Morristown Municipal,40.79944444,-74.415,"Morristown, NJ"
13401,Fosston Municipal,47.59277778,-95.77361111,"Fosston, MN"
13402,Moose Lake Carlton County,46.41861111,-92.80472222,"Moose Lake, MN"
13403,Ortonville Municipal-Martinson Field,45.30555556,-96.42444444,"Ortonville, MN"
13409,Menominee-Marinette Twin County,45.12666667,-87.63861111,"Marinette, MI"
13410,Marion Municipal,40.61638889,-83.06333333,"Marion, OH"
13415,Minto Al Wright,65.14805556,-149.3686111,"Minto, AK"
13418,Manassas Regional/Harry P. Davis Field,38.72111111,-77.515,"Manassas, VA"
13419,Midwest National Air Center,39.3325,-94.30972222,"Mosby, MO"
13420,Washington Regional,38.5875,-90.99388889,"Washington, MO"
13422,Mobile Regional,30.69138889,-88.24277778,"Mobile, AL"
13424,Modesto City-County-Harry Sham Field,37.62583333,-120.9544444,"Modesto, CA"
13429,Mount Pleasant Municipal,43.62166667,-84.73722222,"Mount Pleasant, MI"
13431,Moore-Murrell,36.17944444,-83.37555556,"Morristown, TN"
13432,Moses Point Airport,64.69805556,-162.0572222,"Moses Point, AK"
13433,Minot International,48.25777778,-101.2780556,"Minot, ND"
13434,Mountain Village Airport,62.09472222,-163.6827778,"Mountain Village, AK"
13439,Watson Island International,25.77833333,-80.17027778,"Miami, FL"
13440,Montpelier Airport,42.33611111,-111.2888889,"Montpelier, ID"
13441,Petit Jean Park,35.13888889,-92.90916667,"Morrilton, AR"
13446,Pocono Mountains Municipal,41.13777778,-75.38,"Mt. Pocono, PA"
13447,McPherson Airport,38.3525,-97.69138889,"McPherson, KS"
13450,Edward F Knapp State,44.20361111,-72.56222222,"Montpelier/Barre, VT"
13452,Macomb Municipal,40.52,-90.6525,"Macomb, IL"
13453,Indianapolis Regional,39.84305556,-85.89777778,"Indianapolis, IN"
13459,Sawyer International,46.35361111,-87.39527778,"Marquette, MI"
13461,Smyrna Airport,36.00888889,-86.52,"Smyrna, TN"
13463,Eastern WV Regional/Shepherd Field,39.40194444,-77.98472222,"Martinsburg, WV"
13464,Maury County,35.55444444,-87.17916667,"Columbia, TN"
13467,Merrill Field,61.21361111,-149.8447222,"Anchorage, AK"
